item_i_index,item_j_index,item_i,item_j,distance,d_ij,c_j
18,6,CapriSun,Hershey's,70,7.0,2.69
18,7,CapriSun,Flour,90,9.0,4.99
18,8,CapriSun,Syrup,100,10.0,2.49
18,9,CapriSun,Brownie Mix,130,13.0,2.29
18,10,CapriSun,Seasoning,115,11.5,3.99
18,11,CapriSun,Soup,120,12.0,1.99
18,12,CapriSun,Mac & Cheese,100,10.0,2.69
18,13,CapriSun,Ketchup,70,7.0,3.49
18,14,CapriSun,Pickles,65,6.5,2.99
18,15,CapriSun,Italian Dressing,60,6.0,3.99
18,16,CapriSun,Soy Sauce,10,1.0,2.49
18,17,CapriSun,Penne,5,0.5,3.49
18,18,CapriSun,CapriSun,0,0.0,2.49
18,19,CapriSun,Tortillas,40,4.0,1.99
18,20,CapriSun,Tomato Sauce,70,7.0,2.99
18,21,CapriSun,Ibuprofen,115,11.5,5.49
18,22,CapriSun,Diapers,110,11.0,25.99
18,23,CapriSun,Tootpaste,50,5.0,3.99
18,24,CapriSun,Tampons,60,6.0,5.29
18,25,CapriSun,Shampoo,45,4.5,8.99
18,26,CapriSun,Toilet Paper,120,12.0,7.99
18,27,CapriSun,Paper Towels,130,13.0,9.99
18,28,CapriSun,Napkins,110,11.0,3.29
18,29,CapriSun,Solo Cups,90,9.0,5.69
18,30,CapriSun,Trash Bags,60,6.0,8.99
18,31,CapriSun,Dish Soap,130,13.0,2.99
18,32,CapriSun,Detergent,135,13.5,12.99
18,33,CapriSun,Broom,130,13.0,13.99
18,34,CapriSun,Dog Treats,100,10.0,3.99
18,35,CapriSun,Air Freshner,90,9.0,6.99
18,36,CapriSun,Oreos,90,9.0,3.99
18,37,CapriSun,Popcorn,120,12.0,3.49
18,38,CapriSun,Gatorade (12),140,14.0,6.99
18,39,CapriSun,Redbull (4),145,14.5,7.99
18,40,CapriSun,Ritz,140,14.0,3.99
18,41,CapriSun,Coca Cola (12),150,15.0,5.99
18,42,CapriSun,LaCroix (12),160,16.0,5.49
18,43,CapriSun,Pepsi (12),155,15.5,5.99
18,44,CapriSun,Seltzer (6),100,10.0,3.99
18,45,CapriSun,Bottled Water (24),85,8.5,4.99
18,46,CapriSun,Milk Gallon,160,16.0,3.79
18,47,CapriSun,Butter Sticks,150,15.0,2.99
18,48,CapriSun,Cookie Dough,145,14.5,3.99
18,49,CapriSun,Chobani (4),130,13.0,4.49
18,50,CapriSun,Eggs (12),100,10.0,3.99
18,51,CapriSun,Waffles,120,12.0,3.79
18,52,CapriSun,Taquitos,160,16.0,6.99
18,53,CapriSun,Breyer's Ice Cream,170,17.0,4.99
18,54,CapriSun,Lasagna,150,15.0,9.99
18,55,CapriSun,Bagel Bites,140,14.0,2.79
18,56,CapriSun,"Pizza (12"")",110,11.0,8.99
19,0,Tortillas,Start Node,75,7.5,0
19,1,Tortillas,Coffee Beans,90,9.0,6.99
19,2,Tortillas,K-Cups,110,11.0,10.99
19,3,Tortillas,Capt. Crunch,140,14.0,3.99
19,4,Tortillas,Chewy Bars,115,11.5,3.69
19,5,Tortillas,Granola,105,10.5,5.49
19,6,Tortillas,Hershey's,110,11.0,2.69
19,7,Tortillas,Flour,130,13.0,4.99
19,8,Tortillas,Syrup,120,12.0,2.49
19,9,Tortillas,Brownie Mix,90,9.0,2.29
19,10,Tortillas,Seasoning,75,7.5,3.99
19,11,Tortillas,Soup,80,8.0,1.99
19,12,Tortillas,Mac & Cheese,100,10.0,2.69
19,13,Tortillas,Ketchup,110,11.0,3.49
19,14,Tortillas,Pickles,105,10.5,2.99
19,15,Tortillas,Italian Dressing,100,10.0,3.99
19,16,Tortillas,Soy Sauce,50,5.0,2.49
19,17,Tortillas,Penne,45,4.5,3.49
19,18,Tortillas,CapriSun,40,4.0,2.49
19,19,Tortillas,Tortillas,0,0.0,1.99
19,20,Tortillas,Tomato Sauce,30,3.0,2.99
19,21,Tortillas,Ibuprofen,75,7.5,5.49
19,22,Tortillas,Diapers,90,9.0,25.99
19,23,Tortillas,Tootpaste,90,9.0,3.99
19,24,Tortillas,Tampons,100,10.0,5.29
19,25,Tortillas,Shampoo,85,8.5,8.99
19,26,Tortillas,Toilet Paper,80,8.0,7.99
19,27,Tortillas,Paper Towels,90,9.0,9.99
19,28,Tortillas,Napkins,110,11.0,3.29
19,29,Tortillas,Solo Cups,130,13.0,5.69
19,30,Tortillas,Trash Bags,100,10.0,8.99
19,31,Tortillas,Dish Soap,90,9.0,2.99
19,32,Tortillas,Detergent,95,9.5,12.99
19,33,Tortillas,Broom,110,11.0,13.99
19,34,Tortillas,Dog Treats,140,14.0,3.99
19,35,Tortillas,Air Freshner,130,13.0,6.99
19,36,Tortillas,Oreos,130,13.0,3.99
19,37,Tortillas,Popcorn,140,14.0,3.49
19,38,Tortillas,Gatorade (12),120,12.0,6.99
19,39,Tortillas,Redbull (4),115,11.5,7.99
19,40,Tortillas,Ritz,100,10.0,3.99
19,41,Tortillas,Coca Cola (12),110,11.0,5.99
19,42,Tortillas,LaCroix (12),120,12.0,5.49
19,43,Tortillas,Pepsi (12),115,11.5,5.99
19,44,Tortillas,Seltzer (6),140,14.0,3.99
19,45,Tortillas,Bottled Water (24),125,12.5,4.99
19,46,Tortillas,Milk Gallon,120,12.0,3.79
19,47,Tortillas,Butter Sticks,150,15.0,2.99
19,48,Tortillas,Cookie Dough,155,15.5,3.99
19,49,Tortillas,Chobani (4),170,17.0,4.49
19,50,Tortillas,Eggs (12),140,14.0,3.99
19,51,Tortillas,Waffles,160,16.0,3.79
19,52,Tortillas,Taquitos,160,16.0,6.99
19,53,Tortillas,Breyer's Ice Cream,150,15.0,4.99
19,54,Tortillas,Lasagna,170,17.0,9.99
19,55,Tortillas,Bagel Bites,180,18.0,2.79
19,56,Tortillas,"Pizza (12"")",150,15.0,8.99
20,0,Tomato Sauce,Start Node,45,4.5,0
20,1,Tomato Sauce,Coffee Beans,60,6.0,6.99
20,2,Tomato Sauce,K-Cups,80,8.0,10.99
20,3,Tomato Sauce,Capt. Crunch,110,11.0,3.99
20,4,Tomato Sauce,Chewy Bars,135,13.5,3.69
20,5,Tomato Sauce,Granola,135,13.5,5.49
20,6,Tomato Sauce,Hershey's,120,12.0,2.69
20,7,Tomato Sauce,Flour,100,10.0,4.99
20,8,Tomato Sauce,Syrup,90,9.0,2.49
20,9,Tomato Sauce,Brownie Mix,60,6.0,2.29
20,10,Tomato Sauce,Seasoning,45,4.5,3.99
20,11,Tomato Sauce,Soup,50,5.0,1.99
20,12,Tomato Sauce,Mac & Cheese,70,7.0,2.69
20,13,Tomato Sauce,Ketchup,100,10.0,3.49
20,14,Tomato Sauce,Pickles,105,10.5,2.99
20,15,Tomato Sauce,Italian Dressing,110,11.0,3.99
20,16,Tomato Sauce,Soy Sauce,80,8.0,2.49
20,17,Tomato Sauce,Penne,75,7.5,3.49
20,18,Tomato Sauce,CapriSun,70,7.0,2.49
20,19,Tomato Sauce,Tortillas,30,3.0,1.99
20,20,Tomato Sauce,Tomato Sauce,0,0.0,2.99
20,21,Tomato Sauce,Ibuprofen,45,4.5,5.49
20,22,Tomato Sauce,Diapers,60,6.0,25.99
20,23,Tomato Sauce,Tootpaste,120,12.0,3.99
20,24,Tomato Sauce,Tampons,110,11.0,5.29
20,25,Tomato Sauce,Shampoo,115,11.5,8.99
20,26,Tomato Sauce,Toilet Paper,50,5.0,7.99
20,27,Tomato Sauce,Paper Towels,60,6.0,9.99
20,28,Tomato Sauce,Napkins,80,8.0,3.29
20,29,Tomato Sauce,Solo Cups,100,10.0,5.69
20,30,Tomato Sauce,Trash Bags,130,13.0,8.99
20,31,Tomato Sauce,Dish Soap,60,6.0,2.99
20,32,Tomato Sauce,Detergent,65,6.5,12.99
20,33,Tomato Sauce,Broom,80,8.0,13.99
20,34,Tomato Sauce,Dog Treats,110,11.0,3.99
20,35,Tomato Sauce,Air Freshner,120,12.0,6.99
20,36,Tomato Sauce,Oreos,140,14.0,3.99
20,37,Tomato Sauce,Popcorn,110,11.0,3.49
20,38,Tomato Sauce,Gatorade (12),90,9.0,6.99
20,39,Tomato Sauce,Redbull (4),85,8.5,7.99
20,40,Tomato Sauce,Ritz,70,7.0,3.99
20,41,Tomato Sauce,Coca Cola (12),80,8.0,5.99
20,42,Tomato Sauce,LaCroix (12),90,9.0,5.49
20,43,Tomato Sauce,Pepsi (12),85,8.5,5.99
20,44,Tomato Sauce,Seltzer (6),150,15.0,3.99
20,45,Tomato Sauce,Bottled Water (24),155,15.5,4.99
20,46,Tomato Sauce,Milk Gallon,90,9.0,3.79
20,47,Tomato Sauce,Butter Sticks,120,12.0,2.99
20,48,Tomato Sauce,Cookie Dough,125,12.5,3.99
20,49,Tomato Sauce,Chobani (4),140,14.0,4.49
20,50,Tomato Sauce,Eggs (12),170,17.0,3.99
20,51,Tomato Sauce,Waffles,170,17.0,3.79
20,52,Tomato Sauce,Taquitos,130,13.0,6.99
20,53,Tomato Sauce,Breyer's Ice Cream,120,12.0,4.99
20,54,Tomato Sauce,Lasagna,140,14.0,9.99
20,55,Tomato Sauce,Bagel Bites,150,15.0,2.79
20,56,Tomato Sauce,"Pizza (12"")",180,18.0,8.99
21,0,Ibuprofen,Start Node,60,6.0,0
21,1,Ibuprofen,Coffee Beans,75,7.5,6.99
21,2,Ibuprofen,K-Cups,95,9.5,10.99
21,3,Ibuprofen,Capt. Crunch,125,12.5,3.99
21,4,Ibuprofen,Chewy Bars,150,15.0,3.69
21,5,Ibuprofen,Granola,140,14.0,5.49
21,6,Ibuprofen,Hershey's,135,13.5,2.69
21,7,Ibuprofen,Flour,115,11.5,4.99
21,8,Ibuprofen,Syrup,105,10.5,2.49
21,9,Ibuprofen,Brownie Mix,75,7.5,2.29
21,10,Ibuprofen,Seasoning,60,6.0,3.99
21,11,Ibuprofen,Soup,65,6.5,1.99
21,12,Ibuprofen,Mac & Cheese,85,8.5,2.69
21,13,Ibuprofen,Ketchup,115,11.5,3.49
21,14,Ibuprofen,Pickles,120,12.0,2.99
21,15,Ibuprofen,Italian Dressing,125,12.5,3.99
21,16,Ibuprofen,Soy Sauce,115,11.5,2.49
21,17,Ibuprofen,Penne,120,12.0,3.49
21,18,Ibuprofen,CapriSun,115,11.5,2.49
21,19,Ibuprofen,Tortillas,75,7.5,1.99
21,20,Ibuprofen,Tomato Sauce,45,4.5,2.99
21,21,Ibuprofen,Ibuprofen,0,0.0,5.49
21,22,Ibuprofen,Diapers,15,1.5,25.99
21,23,Ibuprofen,Tootpaste,75,7.5,3.99
21,24,Ibuprofen,Tampons,65,6.5,5.29
21,25,Ibuprofen,Shampoo,80,8.0,8.99
21,26,Ibuprofen,Toilet Paper,45,4.5,7.99
21,27,Ibuprofen,Paper Towels,55,5.5,9.99
21,28,Ibuprofen,Napkins,75,7.5,3.29
21,29,Ibuprofen,Solo Cups,95,9.5,5.69
21,30,Ibuprofen,Trash Bags,115,11.5,8.99
21,31,Ibuprofen,Dish Soap,55,5.5,2.99
21,32,Ibuprofen,Detergent,60,6.0,12.99
21,33,Ibuprofen,Broom,75,7.5,13.99
21,34,Ibuprofen,Dog Treats,105,10.5,3.99
21,35,Ibuprofen,Air Freshner,115,11.5,6.99
21,36,Ibuprofen,Oreos,135,13.5,3.99
21,37,Ibuprofen,Popcorn,105,10.5,3.49
21,38,Ibuprofen,Gatorade (12),85,8.5,6.99
21,39,Ibuprofen,Redbull (4),80,8.0,7.99
21,40,Ibuprofen,Ritz,65,6.5,3.99
21,41,Ibuprofen,Coca Cola (12),75,7.5,5.99
21,42,Ibuprofen,LaCroix (12),85,8.5,5.49
21,43,Ibuprofen,Pepsi (12),80,8.0,5.99
21,44,Ibuprofen,Seltzer (6),145,14.5,3.99
21,45,Ibuprofen,Bottled Water (24),140,14.0,4.99
21,46,Ibuprofen,Milk Gallon,85,8.5,3.79
21,47,Ibuprofen,Butter Sticks,115,11.5,2.99
21,48,Ibuprofen,Cookie Dough,120,12.0,3.99
21,49,Ibuprofen,Chobani (4),135,13.5,4.49
21,50,Ibuprofen,Eggs (12),155,15.5,3.99
21,51,Ibuprofen,Waffles,165,16.5,3.79
21,52,Ibuprofen,Taquitos,125,12.5,6.99
21,53,Ibuprofen,Breyer's Ice Cream,115,11.5,4.99
21,54,Ibuprofen,Lasagna,135,13.5,9.99
21,55,Ibuprofen,Bagel Bites,145,14.5,2.79
21,56,Ibuprofen,"Pizza (12"")",165,16.5,8.99
22,0,Diapers,Start Node,75,7.5,0
22,1,Diapers,Coffee Beans,90,9.0,6.99
22,2,Diapers,K-Cups,110,11.0,10.99
22,3,Diapers,Capt. Crunch,140,14.0,3.99
22,4,Diapers,Chewy Bars,135,13.5,3.69
22,5,Diapers,Granola,125,12.5,5.49
22,6,Diapers,Hershey's,130,13.0,2.69
22,7,Diapers,Flour,130,13.0,4.99
22,8,Diapers,Syrup,120,12.0,2.49
22,9,Diapers,Brownie Mix,90,9.0,2.29
22,10,Diapers,Seasoning,75,7.5,3.99
22,11,Diapers,Soup,80,8.0,1.99
22,12,Diapers,Mac & Cheese,100,10.0,2.69
22,13,Diapers,Ketchup,130,13.0,3.49
22,14,Diapers,Pickles,125,12.5,2.99
22,15,Diapers,Italian Dressing,120,12.0,3.99
22,16,Diapers,Soy Sauce,100,10.0,2.49
22,17,Diapers,Penne,105,10.5,3.49
22,18,Diapers,CapriSun,110,11.0,2.49
22,19,Diapers,Tortillas,90,9.0,1.99
22,20,Diapers,Tomato Sauce,60,6.0,2.99
22,21,Diapers,Ibuprofen,15,1.5,5.49
22,22,Diapers,Diapers,0,0.0,25.99
22,23,Diapers,Tootpaste,60,6.0,3.99
22,24,Diapers,Tampons,50,5.0,5.29
22,25,Diapers,Shampoo,65,6.5,8.99
22,26,Diapers,Toilet Paper,60,6.0,7.99
22,27,Diapers,Paper Towels,70,7.0,9.99
22,28,Diapers,Napkins,90,9.0,3.29
22,29,Diapers,Solo Cups,110,11.0,5.69
22,30,Diapers,Trash Bags,100,10.0,8.99
22,31,Diapers,Dish Soap,70,7.0,2.99
22,32,Diapers,Detergent,75,7.5,12.99
22,33,Diapers,Broom,90,9.0,13.99
22,34,Diapers,Dog Treats,120,12.0,3.99
22,35,Diapers,Air Freshner,130,13.0,6.99
22,36,Diapers,Oreos,130,13.0,3.99
22,37,Diapers,Popcorn,120,12.0,3.49
22,38,Diapers,Gatorade (12),100,10.0,6.99
22,39,Diapers,Redbull (4),95,9.5,7.99
22,40,Diapers,Ritz,80,8.0,3.99
22,41,Diapers,Coca Cola (12),90,9.0,5.99
22,42,Diapers,LaCroix (12),100,10.0,5.49
22,43,Diapers,Pepsi (12),95,9.5,5.99
22,44,Diapers,Seltzer (6),140,14.0,3.99
22,45,Diapers,Bottled Water (24),125,12.5,4.99
22,46,Diapers,Milk Gallon,100,10.0,3.79
22,47,Diapers,Butter Sticks,130,13.0,2.99
22,48,Diapers,Cookie Dough,135,13.5,3.99
22,49,Diapers,Chobani (4),150,15.0,4.49
22,50,Diapers,Eggs (12),140,14.0,3.99
22,51,Diapers,Waffles,160,16.0,3.79
22,52,Diapers,Taquitos,140,14.0,6.99
22,53,Diapers,Breyer's Ice Cream,130,13.0,4.99
22,54,Diapers,Lasagna,150,15.0,9.99
22,55,Diapers,Bagel Bites,160,16.0,2.79
22,56,Diapers,"Pizza (12"")",150,15.0,8.99
23,0,Tootpaste,Start Node,135,13.5,0
23,1,Tootpaste,Coffee Beans,150,15.0,6.99
23,2,Tootpaste,K-Cups,130,13.0,10.99
23,3,Tootpaste,Capt. Crunch,100,10.0,3.99
23,4,Tootpaste,Chewy Bars,75,7.5,3.69
23,5,Tootpaste,Granola,65,6.5,5.49
23,6,Tootpaste,Hershey's,70,7.0,2.69
23,7,Tootpaste,Flour,90,9.0,4.99
23,8,Tootpaste,Syrup,100,10.0,2.49
23,9,Tootpaste,Brownie Mix,130,13.0,2.29
23,10,Tootpaste,Seasoning,135,13.5,3.99
23,11,Tootpaste,Soup,120,12.0,1.99
23,12,Tootpaste,Mac & Cheese,100,10.0,2.69
23,13,Tootpaste,Ketchup,70,7.0,3.49
23,14,Tootpaste,Pickles,65,6.5,2.99
23,15,Tootpaste,Italian Dressing,60,6.0,3.99
23,16,Tootpaste,Soy Sauce,40,4.0,2.49
23,17,Tootpaste,Penne,45,4.5,3.49
23,18,Tootpaste,CapriSun,50,5.0,2.49
23,19,Tootpaste,Tortillas,90,9.0,1.99
23,20,Tootpaste,Tomato Sauce,120,12.0,2.99
23,21,Tootpaste,Ibuprofen,75,7.5,5.49
23,22,Tootpaste,Diapers,60,6.0,25.99
23,23,Tootpaste,Tootpaste,0,0.0,3.99
23,24,Tootpaste,Tampons,10,1.0,5.29
23,25,Tootpaste,Shampoo,5,0.5,8.99
23,26,Tootpaste,Toilet Paper,120,12.0,7.99
23,27,Tootpaste,Paper Towels,110,11.0,9.99
23,28,Tootpaste,Napkins,90,9.0,3.29
23,29,Tootpaste,Solo Cups,70,7.0,5.69
23,30,Tootpaste,Trash Bags,40,4.0,8.99
23,31,Tootpaste,Dish Soap,130,13.0,2.99
23,32,Tootpaste,Detergent,125,12.5,12.99
23,33,Tootpaste,Broom,110,11.0,13.99
23,34,Tootpaste,Dog Treats,80,8.0,3.99
23,35,Tootpaste,Air Freshner,70,7.0,6.99
23,36,Tootpaste,Oreos,70,7.0,3.99
23,37,Tootpaste,Popcorn,100,10.0,3.49
23,38,Tootpaste,Gatorade (12),120,12.0,6.99
23,39,Tootpaste,Redbull (4),125,12.5,7.99
23,40,Tootpaste,Ritz,140,14.0,3.99
23,41,Tootpaste,Coca Cola (12),150,15.0,5.99
23,42,Tootpaste,LaCroix (12),140,14.0,5.49
23,43,Tootpaste,Pepsi (12),145,14.5,5.99
23,44,Tootpaste,Seltzer (6),80,8.0,3.99
23,45,Tootpaste,Bottled Water (24),65,6.5,4.99
23,46,Tootpaste,Milk Gallon,160,16.0,3.79
23,47,Tootpaste,Butter Sticks,130,13.0,2.99
23,48,Tootpaste,Cookie Dough,125,12.5,3.99
23,49,Tootpaste,Chobani (4),110,11.0,4.49
23,50,Tootpaste,Eggs (12),80,8.0,3.99
23,51,Tootpaste,Waffles,100,10.0,3.79
23,52,Tootpaste,Taquitos,140,14.0,6.99
23,53,Tootpaste,Breyer's Ice Cream,150,15.0,4.99
23,54,Tootpaste,Lasagna,130,13.0,9.99
23,55,Tootpaste,Bagel Bites,120,12.0,2.79
23,56,Tootpaste,"Pizza (12"")",90,9.0,8.99
24,0,Tampons,Start Node,125,12.5,0
24,1,Tampons,Coffee Beans,140,14.0,6.99
24,2,Tampons,K-Cups,140,14.0,10.99
24,3,Tampons,Capt. Crunch,110,11.0,3.99
24,4,Tampons,Chewy Bars,85,8.5,3.69
24,5,Tampons,Granola,75,7.5,5.49
24,6,Tampons,Hershey's,80,8.0,2.69
24,7,Tampons,Flour,100,10.0,4.99
24,8,Tampons,Syrup,110,11.0,2.49
24,9,Tampons,Brownie Mix,140,14.0,2.29
24,10,Tampons,Seasoning,125,12.5,3.99
24,11,Tampons,Soup,130,13.0,1.99
24,12,Tampons,Mac & Cheese,110,11.0,2.69
24,13,Tampons,Ketchup,80,8.0,3.49
24,14,Tampons,Pickles,75,7.5,2.99
24,15,Tampons,Italian Dressing,70,7.0,3.99
24,16,Tampons,Soy Sauce,50,5.0,2.49
24,17,Tampons,Penne,55,5.5,3.49
24,18,Tampons,CapriSun,60,6.0,2.49
24,19,Tampons,Tortillas,100,10.0,1.99
24,20,Tampons,Tomato Sauce,110,11.0,2.99
24,21,Tampons,Ibuprofen,65,6.5,5.49
24,22,Tampons,Diapers,50,5.0,25.99
24,23,Tampons,Tootpaste,10,1.0,3.99
24,24,Tampons,Tampons,0,0.0,5.29
24,25,Tampons,Shampoo,15,1.5,8.99
24,26,Tampons,Toilet Paper,110,11.0,7.99
24,27,Tampons,Paper Towels,120,12.0,9.99
24,28,Tampons,Napkins,100,10.0,3.29
24,29,Tampons,Solo Cups,80,8.0,5.69
24,30,Tampons,Trash Bags,50,5.0,8.99
24,31,Tampons,Dish Soap,120,12.0,2.99
24,32,Tampons,Detergent,125,12.5,12.99
24,33,Tampons,Broom,120,12.0,13.99
24,34,Tampons,Dog Treats,90,9.0,3.99
24,35,Tampons,Air Freshner,80,8.0,6.99
24,36,Tampons,Oreos,80,8.0,3.99
24,37,Tampons,Popcorn,110,11.0,3.49
24,38,Tampons,Gatorade (12),130,13.0,6.99
24,39,Tampons,Redbull (4),135,13.5,7.99
24,40,Tampons,Ritz,130,13.0,3.99
24,41,Tampons,Coca Cola (12),140,14.0,5.99
24,42,Tampons,LaCroix (12),150,15.0,5.49
24,43,Tampons,Pepsi (12),145,14.5,5.99
24,44,Tampons,Seltzer (6),90,9.0,3.99
24,45,Tampons,Bottled Water (24),75,7.5,4.99
24,46,Tampons,Milk Gallon,150,15.0,3.79
24,47,Tampons,Butter Sticks,140,14.0,2.99
24,48,Tampons,Cookie Dough,135,13.5,3.99
24,49,Tampons,Chobani (4),120,12.0,4.49
24,50,Tampons,Eggs (12),90,9.0,3.99
24,51,Tampons,Waffles,110,11.0,3.79
24,52,Tampons,Taquitos,150,15.0,6.99
24,53,Tampons,Breyer's Ice Cream,160,16.0,4.99
24,54,Tampons,Lasagna,140,14.0,9.99
24,55,Tampons,Bagel Bites,130,13.0,2.79
24,56,Tampons,"Pizza (12"")",100,10.0,8.99
25,0,Shampoo,Start Node,140,14.0,0
25,1,Shampoo,Coffee Beans,145,14.5,6.99
25,2,Shampoo,K-Cups,125,12.5,10.99
25,3,Shampoo,Capt. Crunch,95,9.5,3.99
25,4,Shampoo,Chewy Bars,70,7.0,3.69
25,5,Shampoo,Granola,60,6.0,5.49
25,6,Shampoo,Hershey's,65,6.5,2.69
25,7,Shampoo,Flour,85,8.5,4.99
25,8,Shampoo,Syrup,95,9.5,2.49
25,9,Shampoo,Brownie Mix,125,12.5,2.29
25,10,Shampoo,Seasoning,140,14.0,3.99
25,11,Shampoo,Soup,115,11.5,1.99
25,12,Shampoo,Mac & Cheese,95,9.5,2.69
25,13,Shampoo,Ketchup,65,6.5,3.49
25,14,Shampoo,Pickles,60,6.0,2.99
25,15,Shampoo,Italian Dressing,55,5.5,3.99
25,16,Shampoo,Soy Sauce,35,3.5,2.49
25,17,Shampoo,Penne,40,4.0,3.49
25,18,Shampoo,CapriSun,45,4.5,2.49
25,19,Shampoo,Tortillas,85,8.5,1.99
25,20,Shampoo,Tomato Sauce,115,11.5,2.99
25,21,Shampoo,Ibuprofen,80,8.0,5.49
25,22,Shampoo,Diapers,65,6.5,25.99
25,23,Shampoo,Tootpaste,5,0.5,3.99
25,24,Shampoo,Tampons,15,1.5,5.29
25,25,Shampoo,Shampoo,0,0.0,8.99
25,26,Shampoo,Toilet Paper,115,11.5,7.99
25,27,Shampoo,Paper Towels,105,10.5,9.99
25,28,Shampoo,Napkins,85,8.5,3.29
25,29,Shampoo,Solo Cups,65,6.5,5.69
25,30,Shampoo,Trash Bags,35,3.5,8.99
25,31,Shampoo,Dish Soap,125,12.5,2.99
25,32,Shampoo,Detergent,120,12.0,12.99
25,33,Shampoo,Broom,105,10.5,13.99
25,34,Shampoo,Dog Treats,75,7.5,3.99
25,35,Shampoo,Air Freshner,65,6.5,6.99
25,36,Shampoo,Oreos,65,6.5,3.99
25,37,Shampoo,Popcorn,95,9.5,3.49
25,38,Shampoo,Gatorade (12),115,11.5,6.99
25,39,Shampoo,Redbull (4),120,12.0,7.99
25,40,Shampoo,Ritz,135,13.5,3.99
25,41,Shampoo,Coca Cola (12),145,14.5,5.99
25,42,Shampoo,LaCroix (12),135,13.5,5.49
25,43,Shampoo,Pepsi (12),140,14.0,5.99
25,44,Shampoo,Seltzer (6),75,7.5,3.99
25,45,Shampoo,Bottled Water (24),60,6.0,4.99
25,46,Shampoo,Milk Gallon,155,15.5,3.79
25,47,Shampoo,Butter Sticks,125,12.5,2.99
25,48,Shampoo,Cookie Dough,120,12.0,3.99
25,49,Shampoo,Chobani (4),105,10.5,4.49
25,50,Shampoo,Eggs (12),75,7.5,3.99
25,51,Shampoo,Waffles,95,9.5,3.79
25,52,Shampoo,Taquitos,135,13.5,6.99
25,53,Shampoo,Breyer's Ice Cream,145,14.5,4.99
25,54,Shampoo,Lasagna,125,12.5,9.99
25,55,Shampoo,Bagel Bites,115,11.5,2.79
25,56,Shampoo,"Pizza (12"")",85,8.5,8.99
26,0,Toilet Paper,Start Node,65,6.5,0
26,1,Toilet Paper,Coffee Beans,80,8.0,6.99
26,2,Toilet Paper,K-Cups,100,10.0,10.99
26,3,Toilet Paper,Capt. Crunch,130,13.0,3.99
26,4,Toilet Paper,Chewy Bars,155,15.5,3.69
26,5,Toilet Paper,Granola,155,15.5,5.49
26,6,Toilet Paper,Hershey's,140,14.0,2.69
26,7,Toilet Paper,Flour,120,12.0,4.99
26,8,Toilet Paper,Syrup,110,11.0,2.49
26,9,Toilet Paper,Brownie Mix,80,8.0,2.29
26,10,Toilet Paper,Seasoning,65,6.5,3.99
26,11,Toilet Paper,Soup,70,7.0,1.99
26,12,Toilet Paper,Mac & Cheese,90,9.0,2.69
26,13,Toilet Paper,Ketchup,120,12.0,3.49
26,14,Toilet Paper,Pickles,125,12.5,2.99
26,15,Toilet Paper,Italian Dressing,130,13.0,3.99
26,16,Toilet Paper,Soy Sauce,130,13.0,2.49
26,17,Toilet Paper,Penne,125,12.5,3.49
26,18,Toilet Paper,CapriSun,120,12.0,2.49
26,19,Toilet Paper,Tortillas,80,8.0,1.99
26,20,Toilet Paper,Tomato Sauce,50,5.0,2.99
26,21,Toilet Paper,Ibuprofen,45,4.5,5.49
26,22,Toilet Paper,Diapers,60,6.0,25.99
26,23,Toilet Paper,Tootpaste,120,12.0,3.99
26,24,Toilet Paper,Tampons,110,11.0,5.29
26,25,Toilet Paper,Shampoo,115,11.5,8.99
26,26,Toilet Paper,Toilet Paper,0,0.0,7.99
26,27,Toilet Paper,Paper Towels,10,1.0,9.99
26,28,Toilet Paper,Napkins,30,3.0,3.29
26,29,Toilet Paper,Solo Cups,50,5.0,5.69
26,30,Toilet Paper,Trash Bags,80,8.0,8.99
26,31,Toilet Paper,Dish Soap,40,4.0,2.99
26,32,Toilet Paper,Detergent,45,4.5,12.99
26,33,Toilet Paper,Broom,60,6.0,13.99
26,34,Toilet Paper,Dog Treats,90,9.0,3.99
26,35,Toilet Paper,Air Freshner,100,10.0,6.99
26,36,Toilet Paper,Oreos,120,12.0,3.99
26,37,Toilet Paper,Popcorn,90,9.0,3.49
26,38,Toilet Paper,Gatorade (12),70,7.0,6.99
26,39,Toilet Paper,Redbull (4),65,6.5,7.99
26,40,Toilet Paper,Ritz,50,5.0,3.99
26,41,Toilet Paper,Coca Cola (12),60,6.0,5.99
26,42,Toilet Paper,LaCroix (12),70,7.0,5.49
26,43,Toilet Paper,Pepsi (12),65,6.5,5.99
26,44,Toilet Paper,Seltzer (6),130,13.0,3.99
26,45,Toilet Paper,Bottled Water (24),135,13.5,4.99
26,46,Toilet Paper,Milk Gallon,70,7.0,3.79
26,47,Toilet Paper,Butter Sticks,100,10.0,2.99
26,48,Toilet Paper,Cookie Dough,105,10.5,3.99
26,49,Toilet Paper,Chobani (4),120,12.0,4.49
26,50,Toilet Paper,Eggs (12),150,15.0,3.99
26,51,Toilet Paper,Waffles,150,15.0,3.79
26,52,Toilet Paper,Taquitos,110,11.0,6.99
26,53,Toilet Paper,Breyer's Ice Cream,100,10.0,4.99
26,54,Toilet Paper,Lasagna,120,12.0,9.99
26,55,Toilet Paper,Bagel Bites,130,13.0,2.79
26,56,Toilet Paper,"Pizza (12"")",160,16.0,8.99
27,0,Paper Towels,Start Node,75,7.5,0
27,1,Paper Towels,Coffee Beans,90,9.0,6.99
